nu_real,nu_imag,rho_real,rho_imag,abs_rho
-0.046178245262097795,-0.003973169056175331,0.9494279500841684,-0.004238497541586472,0.9494374109241936
-0.046178245262097795,0.003973169056175327,0.9494279500841684,0.0042384975415864674,0.9494374109241936
-0.053821754737904216,-0.003973169056175823,0.941308974369951,-0.004202252286113041,0.9413183543061747
-0.05382175473790428,0.003973169056175854,0.9413089743699509,0.004202252286113073,0.9413183543061746
-0.04620247335943885,-0.011920352154575832,0.9493264089556787,-0.01271570992153033,0.9494115651388986
-0.04620247335943884,0.011920352154575807,0.9493264089556788,0.012715709921530306,0.9494115651388987
-0.05379752664056303,-0.01192035215457719,0.9412595471982939,-0.012607658704251472,0.9413439797703813
-0.05379752664056302,0.011920352154577122,0.9412595471982939,0.012607658704251401,0.9413439797703813
-0.04627131781228951,-0.019869718949552254,0.9491015487725384,-0.02119271330611648,0.9493381278447138
-0.04627131781228951,0.019869718949552317,0.9491015487725384,0.02119271330611655,0.9493381278447138
-0.05372868218771616,-0.019869718949553104,0.9411821936232894,-0.021015880149049617,0.9414167986667681
-0.05372868218771605,0.01986971894955303,0.9411821936232895,0.02101588014904954,0.9414167986667682
-0.04642423397637501,-0.027822739097564973,0.9487112625493549,-0.02966780673302388,0.9491750304576807
-0.05357576602363165,-0.027822739097563658,0.9411185066851963,-0.029430368407537058,0.9415785629515878
-0.04642423397637498,0.027822739097564973,0.9487112625493549,0.02966780673302388,0.9491750304576807
-0.05357576602363166,0.027822739097563724,0.9411185066851963,0.02943036840753713,0.9415785629515878
7.254025657932317e-09,-1.3693403649588261e-17,1.0000000081505906,-1.538584692269392e-17,1.0000000081505906
-0.04672838762694249,-0.03578387184075052,0.9480838707022287,-0.038139780752187054,0.9488507094172113
-0.053271612373054486,-0.03578387184075038,0.9411391767049011,-0.0378604076770465,0.9419003983427606
-0.04672838762694245,0.035783871840750645,0.9480838707022288,0.03813978075218719,0.9488507094172114
-0.05327161237305444,0.035783871840750485,0.9411391767049011,0.037860407677046605,0.9419003983427606
-0.1000000072540248,-1.4659178045555224e-16,0.893722853883511,-1.4720497121865308e-16,0.893722853883511
-0.04733363684144488,-0.043769270618179486,0.9470592381808367,-0.046612969333300315,0.9482056578262619
-0.05266636315855913,-0.04376927061818131,0.9414015895150416,-0.04633450755063292,0.9425411605502471
-0.04733363684144484,0.04376927061817962,0.9470592381808367,0.04661296933330046,0.9482056578262619
-0.05266636315855913,0.04376927061818129,0.9414015895150417,0.0463345075506329,0.9425411605502472
-0.0491625366065792,-0.05187605334177823,0.9446521675153305,-0.055124043822835485,0.9462591493870979
-0.05083746339342886,-0.05187605334177934,0.9428760604047705,-0.055020401223408684,0.9444800208766754
-0.049162536606579196,0.05187605334177838,0.9446521675153305,0.05512404382283565,0.9462591493870979
-0.05083746339342869,0.0518760533417798,0.9428760604047706,0.05502040122340918,0.9444800208766756
-0.05000000000000087,-0.05649551379932896,0.9434651378025919,-0.05996995013349516,0.9453691666052355
-0.05000000000000102,0.056495513799328996,0.9434651378025918,0.059969950133495195,0.9453691666052354
-0.048122770345793375,-0.06280699366760813,0.9450072910220244,-0.06679976540512708,0.9473652879132554
-0.05187722965420514,-0.0628069936676078,0.9410291805244899,-0.06651856456094743,0.9433772511725317
-0.04812277034579319,0.06280699366760811,0.9450072910220245,0.06679976540512708,0.9473652879132555
-0.051877229654205104,0.0628069936676075,0.9410291805244899,0.06651856456094714,0.9433772511725317
-0.04772151672239195,-0.07083340736689071,0.9447923003540544,-0.07535339236792045,0.9477925007878356
-0.05227848327761258,-0.07083340736688987,0.939967150344135,-0.07496855495783983,0.9429520284503027
-0.04772151672239175,0.07083340736689067,0.9447923003540546,0.07535339236792044,0.9477925007878358
-0.05227848327761244,0.07083340736688992,0.9399671503441352,0.07496855495783991,0.9429520284503029
