c,sigma,sigma_prime,kappa,phat_one,m,identity_relerr,residual
0.394,0.06571230068619158,0.2530153583247739,1.5897423818902152,-6.283185307179587,14.719469554608649,1.6847117156524155e-11,1.0413891970983968e-13
0.395,0.06596583819064908,0.2540611240504622,1.596313121732686,-6.283185307179585,14.770704323003347,1.6731173132725248e-11,1.1224354778960333e-13
0.396,0.06622042589684403,0.2551157824748757,1.6029397360491402,-6.283185307179587,14.822456137077861,1.6608535803019218e-11,9.880984919163893e-14
0.397,0.0664760727695301,0.25617947763448023,1.6096231298473502,-6.283185307179587,14.874637706060444,1.6499293827952634e-11,1.184607967275042e-13
0.398,0.06673278788108507,0.25725225833429766,1.6163636097783391,-6.283185307179588,14.927289150910273,1.638721681237635e-11,1.1612932837579137e-13
0.399,0.06699058032044158,0.2583341478719436,1.6231613222253152,-6.283185307179587,14.980483193411992,1.6288902945000958e-11,7.338574192772285e-14
0.4,0.06724945926033056,0.2594252849669453,1.6300171387888005,-6.283185307179585,15.034141079065371,1.6188243722796667e-11,7.949196856316121e-14
0.401,0.06750943400189552,0.2605257526426213,1.636931581119676,-6.283185307179585,15.088259915635772,1.609422689902579e-11,9.170442183403793e-14
0.402,0.06777051387653014,0.2616355589029862,1.6439046995086428,-6.2831853071795845,15.142935176979996,1.6009884870214344e-11,1.411093464298574e-13
0.403,0.06803270827209532,0.26275482226562485,1.650937238623661,-6.283185307179587,15.198116388433483,1.5928506541763232e-11,1.5798473640415978e-13
0.404,0.06829602671437554,0.2638836598181648,1.6580299341479858,-6.283185307179587,15.253757544625,1.585233257122745e-11,1.2434497875801753e-13
0.405,0.06856047878454015,0.2650220799381166,1.6651828387190555,-6.283185307179588,15.30995630296999,1.5789838323579215e-11,1.3167245072054357e-13
0.406,0.06882607409655493,0.2661701698846002,1.672396500602109,-6.283185307179587,15.366705306239979,1.5729166074539798e-11,1.3999912340523224e-13
0.407,0.06909282239718165,0.267328072320034,1.67967181617156,-6.283185307179587,15.423926350326031,1.5669629594524884e-11,1.4244161405940758e-13
0.408,0.06936073352033,0.2684958135299702,1.6870089505843548,-6.283185307179585,15.481696067260703,1.563925430997011e-11,1.3489209749195652e-13
0.409,0.06962981731956774,0.2696734459656731,1.6944082334015702,-6.283185307179587,15.540055246178966,1.560149311908304e-11,1.346700528870315e-13
0.41,0.06990008376180054,0.2708611220891298,1.7018706225700835,-6.283185307179585,15.598914127654158,1.5578617792586448e-11,1.0469403122215226e-13
0.411,0.07017154293189673,0.27205890080419076,1.709396488193714,-6.283185307179587,15.658308644173573,1.5564587197457044e-11,1.2045919817182948e-13
0.412,0.07044420493678108,0.27326680587599766,1.7169859795932656,-6.283185307179587,15.718319997101865,1.5550103347908597e-11,1.5687451337953462e-13
0.413,0.07071807996744457,0.2744849800218507,1.7246399934879517,-6.283185307179588,15.778872687680707,1.5552933029741267e-11,1.5021317523178368e-13
0.414,0.07099317835427656,0.27571352188585363,1.7323591496769641,-6.283185307179588,15.839952146339574,1.5567842054918908e-11,1.1324274851176597e-13
0.415,0.07126951046876567,0.27695244188054075,1.740143513584216,-6.283185307179587,15.901659969675794,1.5576930830245076e-11,1.2934098236883074e-13
0.416,0.07154708673542999,0.2782018550704976,1.7479938081817767,-6.283185307179585,15.963958804497896,1.5605421247451986e-11,1.270095140171179e-13
0.417,0.0718259177235757,0.2794618961477648,1.75591087976473,-6.283185307179587,16.026788022583162,1.563483273796625e-11,1.5165646516379638e-13
0.418,0.07210601407534593,0.28073258316518995,1.7638948417624392,-6.283185307179587,16.090241893298522,1.5677736864692364e-11,1.4066525722000733e-13
0.419,0.07238738646284286,0.28201399312000947,1.7719461779628243,-6.283185307179587,16.15433537964727,1.5725295620231082e-11,1.5498713423767185e-13
0.42,0.07267004568982018,0.2833062820441414,1.7800658687433315,-6.283185307179588,16.218980904121594,1.5782546076749787e-11,1.7541523789077473e-13
0.421,0.07295400266878285,0.28460949619706777,1.788254204760862,-6.283185307179587,16.28423796915454,1.5847112044958177e-11,1.1890488593735427e-13
0.422,0.07323926833540223,0.28592367590164824,1.796511439371407,-6.283185307179585,16.350172477646417,1.5923580559256228e-11,1.6542323066914832e-13
0.423,0.07352585372867869,0.28724897636218555,1.8048385477523972,-6.283185307179587,16.416699122441774,1.5992332516217383e-11,1.6076029396572267e-13
0.424,0.07381377002548298,0.2885854852378762,1.8132360806827648,-6.283185307179585,16.48382471006212,1.6076238524391816e-11,1.5976109324356003e-13
0.425,0.07410302843922312,0.28993322024048146,1.8217041494488027,-6.283185307179585,16.55164783372745,1.616788688147649e-11,1.5765166949677223e-13
0.426,0.07439364025188247,0.29129231288914054,1.830243580409634,-6.283185307179585,16.62011590815542,1.6266909541633353e-11,1.503241975342462e-13
0.427,0.07468561689597963,0.29266289267960977,1.8388551872110963,-6.283185307179587,16.689181895962967,1.6371132219000692e-11,1.9628743075372768e-13
0.428,0.07497896987108642,0.29404497784715006,1.8475390844287176,-6.283185307179587,16.758946541496307,1.6477464363544607e-11,2.2115642650533118e-13
0.429,0.07527371071644498,0.29543866070933444,1.8562958521109043,-6.283185307179585,16.829410992310095,1.6592437701904987e-11,1.787459069646502e-13
0.43,0.07556985111290296,0.29684409882484325,1.8651264802280534,-6.283185307179585,16.90049214343263,1.6710193740939022e-11,1.5021317523178368e-13
0.431,0.075867402846862,0.2982613356566523,1.8740312418660896,-6.283185307179587,16.97225989937237,1.6833875862914734e-11,1.9229062786507711e-13
0.432,0.07616637773232782,0.2996904225318148,1.8830104595224093,-6.283185307179587,17.044772080445323,1.6957840240896122e-11,2.2304380564719395e-13
0.433,0.07646678769704829,0.30113152084396877,1.892065147263136,-6.283185307179585,17.117941451452378,1.7088044206482028e-11,1.5842882561400984e-13
0.434,0.07676864480751172,0.30258471644316054,1.9011958445000179,-6.2831853071795845,17.191783756792326,1.7225546137166255e-11,1.9773072068574038e-13
0.435,0.07707196116844382,0.3040500335035471,1.9104027031237827,-6.283185307179588,17.26639558742957,1.7360692802844872e-11,1.9506618542664e-13
0.436,0.07737674896144954,0.305527610902923,1.9196865957293145,-6.283185307179585,17.341720742526157,1.7509456115665042e-11,1.8318679906315083e-13
0.437,0.07768302052242267,0.3070175792146008,1.9290483427329779,-6.283185307179587,17.417717008541192,1.7649628937104703e-11,2.1194157540094238e-13
0.438,0.07799078825633782,0.30851996081905453,1.9384880847554031,-6.283185307179587,17.49448620124479,1.7798499336873888e-11,2.191580250610059e-13
0.439,0.07830006461344376,0.3100348537949801,1.9480064380432278,-6.283185307179587,17.57202796971386,1.794782433685022e-11,1.929567616798522e-13
0.44,0.07861086218988063,0.31156241883495733,1.9576044122576983,-6.2831853071795845,17.650260970441884,1.8102447330563546e-11,2.4003021792395884e-13
0.441,0.07892319369107091,0.31310270410593105,1.9672823100406684,-6.283185307179585,17.72925527783095,1.825606141235825e-11,1.7397194795876203e-13
0.442,0.07923707185465759,0.3146557646727366,1.9770404773746955,-6.2831853071795845,17.80906999803015,1.8411355025786093e-11,2.4424906541753444e-13
0.443,0.07955250953473655,0.31622176451847867,1.9868799445960106,-6.2831853071795845,17.889620124128186,1.8570286571896795e-11,2.1804780203638074e-13
0.444,0.0798695197287369,0.3178007961574709,1.9968012929892005,-6.283185307179585,17.970918613341734,1.8727550998606664e-11,2.0194956817931597e-13
0.445,0.08018811547839472,0.319392887519443,2.0068046980419236,-6.283185307179587,18.053063398534903,1.8887246026964972e-11,2.1582735598713043e-13
0.446,0.08050830990325022,0.32099817725489654,2.0168910309209824,-6.283185307179585,18.13600417337409,1.904490407085087e-11,2.0683454948766666e-13
0.447,0.08083011628020141,0.3226168032859025,2.027061158216282,-6.283185307179585,18.21969454943919,1.9213563258537106e-11,2.339239912885205e-13
0.448,0.08115354796381985,0.32424879473049883,2.037315262881893,-6.283185307179587,18.30423363184304,1.937211043184443e-11,2.2803980925800715e-13
0.449,0.08147861835531015,0.32589424670739864,2.047653942566294,-6.283185307179587,18.389630707643196,1.9531082401235062e-11,2.1271873151818e-13
0.45,0.08180534100101708,0.32755332456488667,2.0580782361833876,-6.283185307179585,18.475803394960476,1.9695190355559586e-11,2.5424107263916085e-13
0.451,0.08213372956630095,0.32922608766269745,2.0685885167014124,-6.283185307179587,18.562812776274026,1.985273985062783e-11,2.4225066397320916e-13
0.452,0.08246379775368745,0.3309125884405058,2.079185113608513,-6.283185307179585,18.650727330510627,2.0026234379705103e-11,2.1160850849355484e-13
0.453,0.08279555937760752,0.3326129895918963,2.0898690491386955,-6.283185307179587,18.739468682036655,2.0185013056292404e-11,2.3370194668359545e-13
0.454,0.08312902840307468,0.33432739745386714,2.1006409914269932,-6.283185307179587,18.829036703374037,2.034364978947302e-11,2.461364445593972e-13
0.455,0.08346421884978579,0.33605584227753516,2.1115011305467832,-6.283185307179585,18.919532163270972,2.050002187836813e-11,2.7833291227352674e-13
0.456,0.08380114480996159,0.33779845502897027,2.1224502893821375,-6.2831853071795845,19.010919943722055,2.0661041313581924e-11,2.6212365611399946e-13
0.457,0.08413982053415885,0.33955538510609296,2.1334894066278918,-6.283185307179585,19.103143039149607,2.0819113767840537e-11,2.3947510641164627e-13
0.458,0.08448026036504167,0.34132667209973766,2.1446187310406093,-6.283185307179585,19.19629226432344,2.0967221996525427e-11,2.565725409908737e-13
0.459,0.08482247869082345,0.34311240079584643,2.155838795346024,-6.283185307179585,19.290395865196743,2.1129391779813817e-11,2.716715741257758e-13
0.46,0.08516649003835998,0.3449127399861561,2.1671506600939363,-6.2831853071795845,19.38537106666471,2.128693125389025e-11,3.275157922644212e-13
0.461,0.08551230906714088,0.34672776665280297,2.1785548089773683,-6.283185307179587,19.481260500481667,2.1443353248429127e-11,2.481348460037225e-13
0.462,0.08585995048105348,0.3485575270539345,2.1900515326448304,-6.283185307179587,19.578146275262938,2.1598652580121247e-11,2.552402733613235e-13
0.463,0.08620942908479261,0.35040217653406214,2.2016418071546955,-6.283185307179587,19.675963891573694,2.174353902510295e-11,2.9898306053155466e-13
0.464,0.08656075984041701,0.3522618402762978,2.2133264190555955,-6.283185307179585,19.774692297490617,2.1904033011879844e-11,2.7977620220553945e-13
0.465,0.08691395778023071,0.35413655281933454,2.225105585360625,-6.283185307179588,19.874431816058078,2.204214525183109e-11,3.0175861809311755e-13
0.466,0.08726903800010878,0.35602642983325355,2.2369800328462577,-6.283185307179588,19.975172034511715,2.2193144425741252e-11,3.3284486278262193e-13
0.467,0.08762601575017115,0.35793163229764374,2.2489507729771177,-6.283185307179585,20.076843966957043,2.2340802487367348e-11,2.7133850721838826e-13
0.468,0.08798490639163091,0.35985221622961255,2.2610181577190773,-6.283185307179587,20.179521199164675,2.2483775260481315e-11,2.885469641000782e-13
0.469,0.08834572533138077,0.36178825134206727,2.273182625091247,-6.283185307179587,20.28325672026981,2.2622700847631903e-11,3.111955138024314e-13
0.47,0.08870848810139462,0.3637399043244977,2.2854452224345674,-6.283185307179587,20.387973683651772,2.276383372100264e-11,3.249622793077833e-13
0.471,0.0890732103804321,0.3657072755328429,2.2978065803039973,-6.283185307179587,20.49368725163265,2.290788724060411e-11,3.064215547965432e-13
0.472,0.08943990790391305,0.36769040610617343,2.3102669571839622,-6.283185307179588,20.600491060833008,2.3045951157871862e-11,3.446132268436486e-13
0.473,0.08980859649222053,0.3696894356640654,2.3228272303301436,-6.283185307179585,20.708344863940255,2.31721687249894e-11,3.631539513548887e-13
0.474,0.0901792921249583,0.37170450928917104,2.335488311323681,-6.283185307179585,20.81720377263858,2.3308382695907816e-11,3.000932835561798e-13
0.475,0.09055201087300829,0.37373567204901675,2.348250483332192,-6.283185307179587,20.927158264496335,2.3455167466383255e-11,3.4217073618947325e-13
0.476,0.09092676886225494,0.37578301810722897,2.361114338003274,-6.283185307179587,21.0382303177267,2.357696695370507e-11,3.355093980417223e-13
0.477,0.0913035823608053,0.3778467144739012,2.3740809246922137,-6.283185307179585,21.15034500451569,2.370708327675469e-11,3.396172232328354e-13
0.478,0.09168246776826658,0.3799268407720851,2.387150743685414,-6.283185307179585,21.263547568434984,2.3839778117509946e-11,3.9768188742073107e-13
0.479,0.09206344153555783,0.3820234517493823,2.40032413897222,-6.283185307179585,21.37791491101079,2.396684826310612e-11,3.093081346605686e-13
0.48,0.09244652021872156,0.38413670215374773,2.4136020828626963,-6.283185307179585,21.493388231991858,2.4093511591547292e-11,3.3173463975799677e-13
0.481,0.09283172052984878,0.38626671830622183,2.4269853690553345,-6.283185307179587,21.609949963156076,2.4225605842675427e-11,4.0734082773496993e-13
0.482,0.09321905925696677,0.388413543033713,2.4404742666395753,-6.283185307179588,21.727695076269416,2.4346462752199797e-11,3.788080960021034e-13
0.483,0.09360855325648551,0.39057729170559324,2.454069500502507,-6.2831853071795845,21.84661826523869,2.447814099161715e-11,3.8191672047105385e-13
0.484,0.09400021953654383,0.3927581240577436,2.4677720742943268,-6.283185307179588,21.966656104983375,2.45993798818474e-11,3.760325384405405e-13
0.485,0.09439407522067012,0.39495610496008143,2.4815823956047116,-6.283185307179585,22.087875163570637,2.4722143528061246e-11,3.8469227803261674e-13
0.486,0.0947901374847877,0.3971713054211871,2.4955009105937345,-6.283185307179587,22.210331327781724,2.4846564228018085e-11,3.709255125272648e-13
0.487,0.09518842362613601,0.3994038870184367,2.5095286344819674,-6.283185307179585,22.33395775256431,2.4980551469439184e-11,4.353184479555239e-13
0.488,0.09558895108966396,0.4016539580504083,2.5236662477295035,-6.283185307179588,22.45876247858991,2.5101749354572938e-11,4.342082249308987e-13
0.489,0.09599173738617983,0.4039215652100705,2.5379140437168775,-6.283185307179587,22.58483598206506,2.5225051443504375e-11,4.4009240696141205e-13
0.49,0.09639680010894382,0.40620683978123173,2.5522728473245717,-6.283185307179587,22.712152079028506,2.5356314251130304e-11,4.169997680492088e-13
0.491,0.0968041570058489,0.408509930019006,2.566743590066985,-6.283185307179585,22.84066379147988,2.5477557184860166e-11,4.1455727739503345e-13
0.492,0.0972138259256886,0.4108308919235458,2.581326623803407,-6.283185307179587,22.97045028697793,2.5607337683696387e-11,3.822497873784414e-13
0.493,0.09762582477455407,0.41316981219675253,2.5960224932979914,-6.2831853071795845,23.101546414446858,2.5728725232464133e-11,4.0389913635863195e-13
0.494,0.09804017159129107,0.4155268526455749,2.6108322152137053,-6.283185307179585,23.23388543017991,2.5871942551676965e-11,4.3154368967179835e-13
0.495,0.09845688455153631,0.4179021062031529,2.625756373466764,-6.283185307179588,23.367496593367676,2.600767494386954e-11,4.640732242933154e-13
0.496,0.09887598189123768,0.42029562678685767,2.6407953068299848,-6.283185307179587,23.502460508749888,2.6141577754724375e-11,4.619638005465276e-13
0.497,0.09929748194138331,0.42270755587503694,2.6559499042380215,-6.283185307179587,23.63873702831944,2.6282517797297783e-11,4.4153569689342476e-13
0.498,0.09972140318561357,0.4251380286678377,2.6712210151784777,-6.28318530717959,23.776296927565937,2.64205398638651e-11,4.642952688982405e-13
0.499,0.10014776419642632,0.427587097021912,2.686608965476294,-6.283185307179587,23.915224712371106,2.6559804967729174e-11,5.132561042842099e-13
0.5,0.10057658361051358,0.4300548608127514,2.702114382667676,-6.283185307179588,24.055536729190933,2.67073346037634e-11,5.295763827461997e-13
0.501,0.10100788020361876,0.4325414774533451,2.7177382558076326,-6.2831853071795845,24.19717173661144,2.6851356730439087e-11,5.03597163969971e-13
0.502,0.10144167287694526,0.43504702777851384,2.7334810927962776,-6.283185307179588,24.34017489926655,2.700977866961268e-11,5.075939668586216e-13
0.503,0.10187798058973065,0.4375715739989368,2.7493432845148793,-6.2831853071795845,24.484614582345316,2.7164560818997032e-11,5.193623309196482e-13
0.504,0.10231682240613785,0.4401152625836969,2.7653257512558076,-6.283185307179587,24.630442818579127,2.7325051017236612e-11,4.483080573436382e-13
0.505,0.10275821753762908,0.4426782158084534,2.7814292612996985,-6.2831853071795845,24.777647047273653,2.7485534275081447e-11,5.575540029667536e-13
0.506,0.1032021852752853,0.4452604845951979,2.7976541345988535,-6.283185307179587,24.926311808453065,2.7650590072369716e-11,4.775069228912798e-13
0.507,0.10364874498120591,0.4478621785648682,2.8140010599219156,-6.283185307179585,25.0764386385239,2.782658153185137e-11,4.700684286262913e-13
0.508,0.104097916158837,0.45048344785810734,2.8304709806304036,-6.283185307179587,25.22797475624789,2.8001676784440486e-11,4.549693954913892e-13
0.509,0.10454971842598278,0.45312436426287955,2.847064347781354,-6.283185307179587,25.380976111839626,2.81911504084285e-11,4.748423876321795e-13
0.51,0.105004171458421,0.45578499771860354,2.8637816008171524,-6.28318530717959,25.535498595192344,2.8375184675846626e-11,5.611067166455541e-13
0.511,0.10546129504344426,0.45846549540388293,2.8806236644881866,-6.283185307179587,25.69149124297605,2.8570645279672152e-11,4.780620344035924e-13
0.512,0.10592110910839472,0.46116596769169493,2.897591232288349,-6.283185307179587,25.848955765951693,2.8770404062145248e-11,5.264677582772492e-13
0.513,0.10638363365320339,0.4638864663274813,2.9146846293438244,-6.283185307179585,26.00797331159083,2.8978623077996637e-11,6.070699498650356e-13
0.514,0.10684888875465631,0.46662710705134547,2.9319045828711503,-6.283185307179587,26.168534497560465,2.918921305914092e-11,5.547784454051907e-13
0.515,0.10731689462970943,0.4693880311648414,2.949251980694145,-6.283185307179585,26.330596097542184,2.9410829973964315e-11,5.554445792199658e-13
0.516,0.10778767159963926,0.4721693038300103,2.9667272322379987,-6.283185307179587,26.49422048773171,2.964085269798041e-11,6.806777363976835e-13
0.517,0.10826124004443662,0.47497100113768226,2.984330815595521,-6.283185307179585,26.65945214764755,2.987017079805943e-11,5.583311590839912e-13
0.518,0.10873762045908081,0.4777932676734147,3.0020636392245295,-6.283185307179587,26.826240538920953,3.011029653521222e-11,5.838662886503698e-13
0.519,0.1092168334702283,0.4806362032291119,3.01992633013604,-6.283185307179585,26.99459875062076,3.0363943451082623e-11,6.77125022718883e-13
0.52,0.1096988997718224,0.4834998609461163,3.0379192222270124,-6.283185307179587,27.1646026390213,3.061271056763946e-11,6.390443729742401e-13
0.521,0.11018384013877008,0.4863843592680937,3.056043059700866,-6.283185307179587,27.336235442066275,3.088251085469605e-11,5.949685188966214e-13
0.522,0.11067167548234506,0.48928982995077475,3.074298670403322,-6.283185307179587,27.5094633279186,3.115660635490235e-11,6.024070131616099e-13
0.523,0.11116242680917429,0.4922163331904232,3.0926864325586507,-6.283185307179585,27.684351684806487,3.143789758648371e-11,6.191713808334498e-13
0.524,0.11165611518529342,0.4951639491262161,3.1112068496961727,-6.283185307179587,27.860935293591528,3.172036370511878e-11,6.870060076380469e-13
0.525,0.11215276179232846,0.49813281729962555,3.129860798580747,-6.283185307179585,28.039166230330466,3.202465459877311e-11,6.410427744185654e-13
0.526,0.11265238793471695,0.5011230281706588,3.1486488475894325,-6.2831853071795845,28.21906607761627,3.2328758511900095e-11,6.543654507140673e-13
0.527,0.11315501497991444,0.5041346359813358,3.1675713375348606,-6.283185307179585,28.400704608663727,3.2642450542718676e-11,5.88862292261183e-13
0.528,0.11366066437830591,0.5071677588558493,3.1866290106132027,-6.283185307179587,28.584060619902097,3.29720624334624e-11,6.313838341043265e-13
0.529,0.11416935771105684,0.5102225187824575,3.20582263329934,-6.283185307179588,28.769108771856562,3.330133013506981e-11,6.256106743762757e-13
0.53,0.11468111664650299,0.5132989719248364,3.2251525584800085,-6.283185307179587,28.955914958299864,3.3645223290864456e-11,7.067679774763747e-13
0.531,0.1151959629124339,0.5163972001782235,3.244619300718182,-6.283185307179585,29.144506168337717,3.39969989103162e-11,6.340483693634269e-13
0.532,0.11571391835030878,0.519517336243862,3.264223693800365,-6.283185307179585,29.33483831701868,3.4355782722292314e-11,6.612488334667432e-13
0.533,0.1162350049153381,0.5226594622298479,3.2839662536269105,-6.283185307179587,29.526938880305686,3.473072948220629e-11,7.095435350379375e-13
0.534,0.11675924462187601,0.5258236326050668,3.303847322435966,-6.283185307179587,29.720871477029593,3.5106578608432536e-11,7.086553566182374e-13
0.535,0.1172866595671371,0.5290099625882869,3.323867624168385,-6.283185307179587,29.916612743676183,3.548953868443532e-11,7.170930516053886e-13
0.536,0.11781727197197521,0.5322185643841422,3.344027863826616,-6.283185307179587,30.114144571766005,3.5896557882636775e-11,7.283063041541027e-13
0.537,0.11835110413683865,0.5354494904440644,3.3643283709728258,-6.283185307179585,30.313531617870787,3.629718548692883e-11,7.340794638821535e-13
0.538,0.11888817842069586,0.5387028221443788,3.384769656909485,-6.283185307179585,30.51479490459198,3.670958705345954e-11,6.921130335513226e-13
0.539,0.11942851729201295,0.5419786840084917,3.4053525040402057,-6.283185307179587,30.71789471795153,3.714079379123413e-11,7.889244812986362e-13
0.54,0.119972143323898,0.5452771504234943,3.426077379752907,-6.283185307179587,30.92286222771787,3.757822388473868e-11,6.565858967633176e-13
0.541,0.12051907914458662,0.5485982748660799,3.4469446200516103,-6.283185307179585,31.129755239842527,3.800779305555711e-11,8.416600749683312e-13
0.542,0.12106934746315223,0.5519421674651458,3.4679549168964985,-6.283185307179587,31.338549905354164,3.8455193647849044e-11,7.139844271364382e-13
0.543,0.12162297110393498,0.5553089306498326,3.4891089138688507,-6.283185307179587,31.54923398309447,3.891698663723468e-11,8.143485885625523e-13
0.544,0.1221799729636558,0.5586986130014863,3.5104069162143063,-6.283185307179585,31.761869739442076,3.9381592621512e-11,7.314149286230531e-13
0.545,0.12274037599528474,0.5621112932311156,3.5318494184886973,-6.283185307179585,31.976473826642923,3.9855562437658414e-11,7.788214517745473e-13
0.546,0.12330420325531409,0.5655470866380913,3.5534371451393545,-6.283185307179585,32.19301097469689,4.033291169817491e-11,6.745715097622451e-13
0.547,0.12387147789552203,0.5690060601665248,3.5751705167885026,-6.283185307179585,32.41151426679155,4.082295654081085e-11,7.870371021567735e-13
0.548,0.12444222311850112,0.5724882649028945,3.5970498544219716,-6.283185307179588,32.63203622827299,4.132021834176961e-11,8.301137555122295e-13
0.549,0.12501646220363885,0.5759938040391872,3.6190758064141555,-6.283185307179587,32.85455368654538,4.1818363153792886e-11,7.474160179654632e-13
0.55,0.12559421853637084,0.5795227701531935,3.641248954448402,-6.283185307179585,33.07905895870959,4.233584604336639e-11,7.575051697017443e-13
0.551,0.12617551556716528,0.5830752074471036,3.6635695762553335,-6.283185307179585,33.30561119422154,4.2853461531905026e-11,8.562039965909207e-13
0.552,0.12676037679916907,0.5866511899982172,3.6860381372763316,-6.2831853071795845,33.534223981225665,4.3375958755957036e-11,8.066186607535997e-13
0.553,0.12734882583140084,0.590250823001167,3.708655298468772,-6.283185307179587,33.764866288212964,4.3902579916735335e-11,8.316125565954735e-13
0.554,0.12794088634865713,0.5938741659132519,3.731421433413877,-6.283185307179587,33.99757171781959,4.443342068709829e-11,8.612555113529652e-13
0.555,0.12853658208147092,0.5975212659683395,3.7543368388907234,-6.283185307179585,34.23238809074547,4.498608060645167e-11,8.972128595630124e-13
0.556,0.12913593683140223,0.6011922178403704,3.777402109753325,-6.283185307179585,34.469293664131484,4.553352026204821e-11,9.296730052454905e-13
0.557,0.12973897449597993,0.6048871040432264,3.8006177644516677,-6.283185307179587,34.70828414267339,4.608277444662585e-11,9.450634719243567e-13
0.558,0.13034571903013645,0.6086059636455425,3.8239840484611847,-6.283185307179587,34.9494151238681,4.664303292551532e-11,9.739986595036498e-13
0.559,0.13095619443658604,0.6123488643108347,3.847501386924547,-6.283185307179588,35.19269813965306,4.714661729977704e-11,2.6978419498391304e-14
0.56,0.13157042480464254,0.6161159003278897,3.871170372275196,-6.283185307179587,35.438106041773025,4.771770032220265e-11,2.4313884239290928e-14
0.561,0.13218843429973096,0.6199071233505714,3.894991329064193,-6.283185307179587,35.68567189041512,4.8288053665635356e-11,2.4202861936828413e-14
0.562,0.13281024712695566,0.623722575302372,3.918964520704578,-6.2831853071795845,35.935439333028,4.8864306761444935e-11,5.573319583618286e-14
0.563,0.1334358875551098,0.6275623409613831,3.9430904798727697,-6.283185307179587,36.18738849624385,4.945832941622819e-11,3.9190872769268026e-14
0.564,0.13406537993811135,0.6314264923976535,3.96736965948513,-6.2831853071795845,36.44151747561352,2.816664685426752e-11,4.055783486833775e-14
0.565,0.13469874867909226,0.6353150626229576,3.991802266991288,-6.283185307179585,36.69787807139709,2.2256401774107515e-11,4.3076653355456074e-14
0.566,0.13533601822254582,0.6392281113894049,4.016388677186735,-6.283185307179587,36.95648048982342,5.759664436951527e-11,3.3639757646142243e-14
0.567,0.13597721308952357,0.6431657211663439,4.041129409096378,-6.283185307179587,37.21730104463894,5.38356032026258e-11,3.441691376337985e-14
0.568,0.13662235786646154,0.6471279353239827,4.066024734861743,-6.283185307179587,37.480371465908206,5.690270691167482e-11,6.747380432159389e-14
0.569,0.13727147717272234,0.6511147891168273,4.09107487566121,-6.283185307179587,37.745731668955635,1.4787672073240257e-10,3.8913317013111737e-14
0.57,0.13792459568252452,0.655126356038126,4.116280294284199,-6.283185307179587,38.01336385448003,7.789955187195498e-11,2.9531932455029164e-14
0.571,0.1385817381434559,0.6591626973546051,4.141641374888768,-6.283185307179587,38.28326769101963,4.117970568179725e-11,6.367129046225273e-14
0.572,0.1392429293436057,0.6632238390322402,4.1671582804777545,-6.283185307179585,38.55549105463769,7.219697658388174e-11,3.5228764350137e-14
0.573,0.13990819410466337,0.6673098311896308,4.1928313264566714,-6.283185307179588,38.830043312244364,5.020665966042478e-11,3.8746783559417963e-14
0.574,0.14057755731345808,0.6714207440567111,4.218660953538454,-6.283185307179587,39.10690380480495,1.0767865583132929e-10,4.346523141407488e-14
0.575,0.1412510439111215,0.6755566117500796,4.244647376988906,-6.283185307179585,39.38610236404266,2.997124059190073e-11,2.886579864025407e-14
0.576,0.141928678863781,0.6797174615187875,4.270790767279288,-6.2831853071795845,39.66767550737738,7.267364890464733e-12,2.5202062658991053e-14
0.577,0.14261048718226838,0.6839033548388632,4.2970915103332965,-6.283185307179585,39.951607540012745,7.471928623048601e-11,3.372302437298913e-14
0.578,0.14329649393828137,0.6881143411080294,4.323549917504502,-6.283185307179585,40.23789905189561,4.742162686708467e-11,3.497202527569243e-14
0.579,0.1439867242343979,0.692350438204725,4.350166100542121,-6.283185307179587,40.52659393944934,4.71604733067989e-11,3.175237850427948e-14
0.58,0.14468120319783817,0.6966116855577261,4.376940307292151,-6.283185307179588,40.81770101159976,4.883789811753094e-11,3.963496197911809e-14
0.581,0.14537995600844267,0.7008981400557114,4.4038728951609345,-6.283185307179587,41.111202214287786,6.05402626278251e-11,5.370703881624195e-14
0.582,0.14608300788855227,0.7052098260200941,4.430964017247631,-6.283185307179587,41.40712508623041,1.81668138222394e-11,3.275157922644212e-14
0.583,0.14679038407645542,0.709546761332688,4.458213785286742,-6.283185307179587,41.705502975966425,6.183302047862028e-11,3.8191672047105385e-14
0.584,0.1475021098438657,0.7139089940673973,4.485622501907398,-6.2831853071795845,42.00632219549913,6.247294801141618e-11,4.574118861455645e-14
0.585,0.1482182105099429,0.7182965614719833,4.513190400953506,-6.283185307179587,42.309583749267205,6.312137576747219e-11,5.2707838094079307e-14
0.586,0.14893871141421083,0.722709472058967,4.540917535910801,-6.2831853071795845,42.61532754138547,6.377886236685348e-11,3.860800568133982e-14
0.587,0.14966363791070234,0.7271477533392281,4.568804079635271,-6.283185307179587,42.92356193758467,6.443992287949643e-11,2.980948821118545e-14
0.588,0.15039301539253927,0.7316114481259555,4.596850301130143,-6.2831853071795845,43.23427109044261,6.509649788320941e-11,3.0309088572266774e-14
0.589,0.1511268692827181,0.7361005699562548,4.625056285451518,-6.283185307179587,43.54747998582779,6.575954583079872e-11,4.3298697960381105e-14
0.59,0.15186522501009614,0.7406151260537939,4.653422077987027,-6.283185307179587,43.86321893998385,6.643040700339314e-11,4.568567746332519e-14
