xi,phi_prime,phat
-116.50390625,6.368938641444506e-06,3.941624111559467e-13
-116.40625,6.057506677300384e-06,3.4024616837948665e-13
-116.30859375,5.442483075479753e-06,2.7077707328128687e-13
-116.2109375,4.548161358457717e-06,1.8928898269261752e-13
-116.11328125,3.4130264328765312e-06,1.0002878794301897e-13
-116.015625,2.0881408752002366e-06,7.342559525148378e-15
-115.91796875,6.348818624824807e-07,-8.413808122298077e-14
-115.8203125,-8.77872366155839e-07,-1.7012163742431312e-13
-115.72265625,-2.376979598379749e-06,-2.464584874692787e-13
-115.625,-3.788542878761428e-06,-3.0973679842307904e-13
-115.52734375,-5.0415254764879024e-06,-3.57033565074736e-13
-115.4296875,-6.071295605593486e-06,-3.8644639006181584e-13
-115.33203125,-6.822925770443741e-06,-3.9676562812125243e-13
-115.234375,-7.2540795872618334e-06,-3.8792134597042867e-13
-115.13671875,-7.337336616820933e-06,-3.6056404232637536e-13
-115.0390625,-7.0618296883565145e-06,-3.164229579397432e-13
-114.94140625,-6.4341013109205535e-06,-2.578002948556162e-13
-114.84375,-5.478121400445005e-06,-1.8785416002464115e-13
-114.74609375,-4.234449577768693e-06,-1.1002704529111118e-13
-114.6484375,-2.7585661426187893e-06,-2.82805505132945e-14
-114.55078125,-1.1184378640076996e-06,5.350974469273918e-14
-114.453125,6.085771930627893e-07,1.3133239903571771e-13
-114.35546875,2.3393462695166755e-06,2.0164183795018683e-13
-114.2578125,3.988932678800023e-06,2.6111246383571084e-13
-114.16015625,5.47473247065141e-06,3.0720226858166495e-13
-114.0625,6.720577171001433e-06,3.3785175710611373e-13
-113.96484375,7.660600289394013e-06,3.5198326715413817e-13
-113.8671875,8.242673207713354e-06,3.491248819832139e-13
-113.76953125,8.431233083629569e-06,3.2983256639142347e-13
-113.671875,8.209352416009776e-06,2.95233694941796e-13
-113.57421875,7.579933339120753e-06,2.4737441864762924e-13
-113.4765625,6.565951463269406e-06,1.8869250996262485e-13
-113.37890625,5.2097183103097566e-06,1.2230644623953678e-13
-113.28125,3.571179879150284e-06,5.143992992646685e-14
-113.18359375,1.725315807952162e-06,-2.032022497955298e-14
-113.0859375,-2.4125044031262147e-07,-8.961743087186483e-14
-112.98828125,-2.2342794010861717e-06,-1.5306640338124923e-13
-112.890625,-4.156395871269155e-06,-2.0783184662226726e-13
-112.79296875,-5.911810547110994e-06,-2.5133738046216587e-13
-112.6953125,-7.4110556958057265e-06,-2.8180144530386196e-13
-112.59765625,-8.575502718727585e-06,-2.978899897070652e-13
-112.5,-9.341435208632405e-06,-2.9919079473353124e-13
-112.40234375,-9.663469094410259e-06,-2.857971184911655e-13
-112.3046875,-9.517138865133856e-06,-2.5871396080254983e-13
-112.20703125,-8.900506966720777e-06,-2.19372888052355e-13
-112.109375,-7.83469772399661e-06,-1.6997697151463306e-13
-112.01171875,-6.363309267487265e-06,-1.1295957831097662e-13
-111.9140625,-4.550709941191982e-06,-5.1286289730456055e-14
-111.81640625,-2.479281387572352e-06,1.211963152324487e-14
-111.71875,-2.4572312155206336e-07,7.409248536862991e-14
-111.62109375,2.043418094330798e-06,1.3180410349023232e-13
-111.5234375,4.276789737212223e-06,1.8246778084996948e-13
-111.42578125,6.343609213351419e-06,2.2389620970310595e-13
-111.328125,8.13911631032886e-06,2.541686570460997e-13
-111.23046875,9.569835970294949e-06,2.721446633837602e-13
-111.1328125,1.0558389461432376e-05,2.770766347044405e-13
-111.03515625,1.1047608402530025e-05,2.690665145041578e-13
-110.9375,1.1003736461809305e-05,2.4861651579110403e-13
-110.83984375,1.0418543304136918e-05,2.1702732988377373e-13
-110.7421875,9.31022615724759e-06,1.7589136855777396e-13
-110.64453125,7.72303069079556e-06,1.274422851923285e-13
-110.546875,5.725585341171557e-06,7.400538744628937e-14
-110.44921875,3.408005464180174e-06,1.831726419374438e-14
-110.3515625,8.778858297253533e-07,-3.704485027828359e-14
-110.25390625,-1.744643563130019e-06,-8.934954506576036e-14
-110.15625,-4.332573459861547e-06,-1.3627824085803978e-13
-110.05859375,-6.758119673298607e-06,-1.7559344311783805e-13
-109.9609375,-8.89898411088493e-06,-2.056793143008846e-13
-109.86328125,-1.0644468562544174e-05,-2.2517138799442604e-13
-109.765625,-1.1901137703224466e-05,-2.334538402514849e-13
-109.66796875,-1.2597744789629287e-05,-2.3023800978722286e-13
-109.5703125,-1.2689163264824887e-05,-2.1600836974280967e-13
-109.47265625,-1.2159112296930311e-05,-1.9154684466497093e-13
-109.375,-1.1021518426826282e-05,-1.5832956519819424e-13
-109.27734375,-9.320420189029176e-06,-1.18003889240462e-13
-109.1796875,-7.128391696922078e-06,-7.27474161173816e-14
-109.08203125,-4.5435341320251e-06,-2.4713053996061974e-14
-108.984375,-1.6851544651904425e-06,2.36313950697894e-14
-108.88671875,1.31168127022223e-06,7.006957182790444e-14
-108.7890625,4.302475232714441e-06,1.1229470669082499e-13
-108.69140625,7.140211219262702e-06,1.4846565099602518e-13
-108.59375,9.682526836056104e-06,1.7684199477057406e-13
-108.49609375,1.1798796491021408e-05,1.963111165595231e-13
-108.3984375,1.3376776060381316e-05,2.059842577901637e-13
-108.30078125,1.4328473946777732e-05,2.0568203539399925e-13
-108.203125,1.4594945433571606e-05,1.9548319941389573e-13
-108.10546875,1.4149753600839903e-05,1.7616458875450326e-13
-108.0078125,1.300090100165268e-05,1.487030112205145e-13
-107.91015625,1.1191107374511406e-05,1.1467452089631068e-13
-107.8125,8.79638772716063e-06,7.57183091792397e-14
-107.71484375,5.922967227269569e-06,3.3907973406066816e-14
-107.6171875,2.702652436403861e-06,-8.80703346504284e-15
-107.51953125,-7.131442353733664e-07,-5.0240503909744795e-14
-107.421875,-4.1604592487337175e-06,-8.853147390013247e-14
-107.32421875,-7.470586702683999e-06,-1.2177429880029633e-13
-107.2265625,-1.0478271962760428e-05,-1.4856531848194493e-13
-107.12890625,-1.3029895644893359e-05,-1.6760664994593136e-13
-107.03125,-1.499124541993531e-05,-1.7822253346801453e-13
-106.93359375,-1.625448623063856e-05,-1.7992474038319426e-13
-106.8359375,-1.6743970698426064e-05,-1.728899945070038e-13
-106.73828125,-1.6420581938432767e-05,-1.5748225410865224e-13
-106.640625,-1.5284366605123376e-05,-1.3469050360814095e-13
-106.54296875,-1.3375295862452535e-05,-1.0561127377245921e-13
-106.4453125,-1.0772079967192003e-05,-7.185401962789713e-14
-106.34765625,-7.589057170104288e-06,-3.4994437162676946e-14
-106.25,-3.971271802476222e-06,3.0392019069552243e-15
-106.15234375,-8.794840344153969e-08,4.052652729120272e-14
-106.0546875,3.875349194689615e-06,7.557112576086621e-14
-105.95703125,7.725513925143235e-06,1.066576439716605e-13
-105.859375,1.1271233627096607e-05,1.32253413750845e-13
-105.76171875,1.4332422680501063e-05,1.5134661283995245e-13
-105.6640625,1.674928614885673e-05,1.6301983250695133e-13
-105.56640625,1.8390563570292032e-05,1.6695815763994961e-13
-105.46875,1.916053199225348e-05,1.6298650127623782e-13
-105.37109375,1.900439959797728e-05,1.5154282505902236e-13
-105.2734375,1.7911794237110387e-05,1.3317791128735406e-13
-105.17578125,1.591813788408662e-05,1.0899585968930842e-13
-105.078125,1.3103798895375031e-05,8.012177135623929e-14
-104.98046875,9.591019967323353e-06,4.811797244410108e-14
-104.8828125,5.538729869554363e-06,1.4430549975786328e-14
-104.78515625,1.1354520119832766e-06,-1.9205709055536543e-14
-104.6875,-3.409378269687677e-06,-5.1327611194655494e-14
-104.58984375,-7.87529304148777e-06,-8.033512892218104e-14
-104.4921875,-1.2041405017021667e-05,-1.0504379266878792e-13
-104.39453125,-1.569724860822049e-05,-1.2425871595866255e-13
-104.296875,-1.8653320025973833e-05,-1.3730673847846799e-13
-104.19921875,-2.075079350511632e-05,-1.4358259258659853e-13
-104.1015625,-2.1869919941632935e-05,-1.430529439236565e-13
-104.00390625,-2.1936670154413673e-05,-1.3576962813536343e-13
-103.90625,-2.0927261818285962e-05,-1.2234350190324615e-13
-103.80859375,-1.8870306877927628e-05,-1.03425899935464e-13
-103.7109375,-1.5846427136338015e-05,-8.015627482654882e-14
-103.61328125,-1.1985307956820944e-05,-5.3618469857346345e-14
-103.515625,-7.460284287696573e-06,-2.5271221468928236e-14
-103.41796875,-2.480677472360039e-06,3.610043999830585e-15
-103.3203125,2.7177851591208277e-06,3.1507882489179e-14
-103.22265625,7.884034194177591e-06,5.722269278728971e-14
-103.125,1.27636914142612e-05,7.943979167252247e-14
-103.02734375,1.7111499776364065e-05,9.727884901037193e-14
-102.9296875,2.0703547661585446e-05,1.0984221095020271e-13
-102.83203125,2.3348682478618782e-05,1.167441978282038e-13
-102.734375,2.489853774026132e-05,1.1763313481654392e-13
-102.63671875,2.5255653541289653e-05,1.1269538246507195e-13
-102.5390625,2.437925498109274e-05,1.0214829412069943e-13
-102.44140625,2.2288358721769602e-05,8.671883666067246e-14
-102.34375,1.90620035001913e-05,6.710995878049127e-14
-102.24609375,1.4836536972380545e-05,4.44587009432366e-14
-102.1484375,9.800035204573581e-06,1.978298999148606e-14
-102.05078125,4.184072733319259e-06,-5.571932767550876e-15
-101.953125,-1.7468038858277297e-06,-3.049620034422069e-14
-101.85546875,-7.707427073259596e-06,-5.366966518860555e-14
-101.7578125,-1.340561242239575e-05,-7.412283884587173e-14
-101.66015625,-1.855637280634256e-05,-9.078113553467114e-14
-101.5625,-2.289605577512124e-05,-1.0301401426705119e-13
-101.46484375,-2.619570882048932e-05,-1.1016014692968186e-13
-101.3671875,-2.827300074759564e-05,-1.1205735548090118e-13
-101.26953125,-2.9002085807138827e-05,-1.0854324164452815e-13
-101.171875,-2.8320885495054902e-05,-9.996261711735383e-14
-101.07421875,-2.623538065461106e-05,-8.664260782222195e-14
-100.9765625,-2.282064399751894e-05,-6.93788239887864e-14
-100.87890625,-1.8218499340151436e-05,-4.888837062046102e-14
-100.78125,-1.2631856238807515e-05,-2.6280283795113558e-14
-100.68359375,-6.3159338808015795e-06,-2.493593408648747e-15
-100.5859375,4.3325569655513534e-07,2.1239538486234103e-14
-100.48828125,7.292652358671972e-06,4.396146732407666e-14
-100.390625,1.3927489287297953e-05,6.452366497272759e-14
-100.29296875,2.0007508053823394e-05,8.215056101005308e-14
-100.1953125,2.5223268224302963e-05,9.596267715764688e-14
-100.09765625,2.9301751792509196e-05,1.0552818771740183e-13
-100.0,3.202048268052426e-05,1.1036720158958811e-13
-99.90234375,3.3219438252414077e-05,1.1048509108447813e-13
-99.8046875,3.2810125430204396e-05,1.0585377824629772e-13
-99.70703125,3.078131991024793e-05,9.692485864198868e-14
-99.609375,2.7201122244292965e-05,8.408802978565103e-14
-99.51171875,2.2215157643756894e-05,6.816618916168113e-14
-99.4140625,1.6040933425911244e-05,4.9855172474300657e-14
-99.31640625,8.95855598522164e-06,3.0206728647714776e-14
-99.21875,1.2981928202509614e-06,1.005685411606783e-14
-99.12109375,-6.575168518500054e-06,-9.49501671880684e-15
-99.0234375,-1.4278968133715033e-05,-2.766010693982259e-14
-98.92578125,-2.1431520903150365e-05,-4.347570043655995e-14
-98.828125,-2.767077977943458e-05,-5.637278724475176e-14
-98.73046875,-3.267250060714256e-05,-6.567787817476936e-14
-98.6328125,-3.616690415214341e-05,-7.116708544816589e-14
-98.53515625,-3.79529882479899e-05,-7.254861778550583e-14
-98.4375,-3.790974071393037e-05,-6.999922883059048e-14
-98.33984375,-3.600364235602693e-05,-6.362514543146159e-14
-98.2421875,-3.229201866312331e-05,-5.398066029191404e-14
-98.14453125,-2.6921994926672375e-05,-4.150922792782352e-14
-98.046875,-2.012501976846169e-05,-2.70477454640203e-14
-97.94921875,-1.2207140299455691e-05,-1.1252956890213136e-14
-97.8515625,-3.535422956369285e-06,4.902020447732607e-15
-97.75390625,5.478887281162901e-06,2.070840422483059e-14
-97.65625,1.4399706302450929e-05,3.522480988921406e-14
-97.55859375,2.278704688447609e-05,4.7856655772664076e-14
-97.4609375,3.021855443774431e-05,5.785055945738658e-14
-97.36328125,3.631059576373962e-05,6.486476268824724e-14
-97.265625,4.073785655435981e-05,6.844814890568316e-14
-97.16796875,4.325045558464443e-05,6.859643011972002e-14
-97.0703125,4.3687687044760504e-05,6.521203825588037e-14
-96.97265625,4.198764997751735e-05,5.86440194194085e-14
-96.875,3.819221254155814e-05,4.912863161084267e-14
-96.77734375,3.244697586938966e-05,3.731456090295507e-14
-96.6796875,2.4996142835212163e-05,2.3687476200216383e-14
-96.58203125,1.6172444089552123e-05,9.085304043342216e-15
-96.484375,6.382520465531609e-06,-5.887360872420974e-15
-96.38671875,-3.911609441373837e-06,-2.0347053489085084e-14
-96.2890625,-1.4214161883944709e-05,-3.371972743383943e-14
-96.19140625,-2.4019280182525948e-05,-4.5224039687836065e-14
-96.09375,-3.283568308548857e-05,-5.445501023999028e-14
-95.99609375,-4.0211077922775015e-05,-6.085603451618428e-14
-95.8984375,-4.57551346984434e-05,-6.429212059433096e-14
-95.80078125,-4.9159865287015326e-05,-6.450593120704582e-14
-95.703125,-5.021635552812215e-05,-6.167727249256996e-14
-95.60546875,-4.8826958014675365e-05,-5.586148767314511e-14
-95.5078125,-4.501225729360153e-05,-4.753505398851014e-14
-95.41015625,-3.891236382408992e-05,-3.701769532258108e-14
-95.3125,-3.0782361893808185e-05,-2.500710101123909e-14
-95.21484375,-2.0982021367598483e-05,-1.198898376861243e-14
-95.1171875,-9.96016620546433e-06,1.2338627058608746e-15
-95.01953125,1.7656360275410546e-06,1.4137396207839558e-14
-94.921875,1.363315769937118e-05,2.5946348353188988e-14
-94.82421875,2.506225743035451e-05,3.6229366055906384e-14
-94.7265625,3.548302765185862e-05,4.436159899497798e-14
-94.62890625,4.4363987223865626e-05,5.011313523563516e-14
-94.53125,5.123893560859892e-05,5.309895519727486e-14
-94.43359375,5.573112275473382e-05,5.3356502787224945e-14
-94.3359375,5.7573495689889965e-05,5.0780100878376284e-14
-94.23828125,5.662395074756985e-05,4.568614441837437e-14
-94.140625,5.2874745537226175e-05,3.8231812881653207e-14
-94.04296875,4.64554946742234e-05,2.896917856625716e-14
-93.9453125,3.7629477892782e-05,1.825088416702244e-14
-93.84765625,2.6783311484518636e-05,6.776972562274458e-15
-93.75,1.4410361878023984e-05,-5.007776856941434e-15
-93.65234375,1.0885934908823376e-06,-1.636887586994555e-14
-93.5546875,-1.2546168971239783e-05,-2.6887285967700433e-14
-93.45703125,-2.58303407749066e-05,-3.5910355368133876e-14
-93.359375,-3.810462698245123e-05,-4.31537162201014e-14
-93.26171875,-4.874648643242948e-05,-4.8142789020422934e-14
-93.1640625,-5.7201423575828116e-05,-5.08068602723956e-14
-93.06640625,-6.301154898392447e-05,-5.090750854458542e-14
-92.96875,-6.583995215959378e-05,-4.8622409113580844e-14
-92.87109375,-6.548960837020112e-05,-4.3959415336319513e-14
-92.7734375,-6.191578346624245e-05,-3.7329978268046423e-14
-92.67578125,-5.5231200835229334e-05,-2.895002384995863e-14
-92.578125,-4.570357463809031e-05,-1.940530398866359e-14
-92.48046875,-3.374548175918721e-05,-9.042333280657141e-15
-92.3828125,-1.989691988790233e-05,1.4702129752596985e-15
-92.28515625,-4.801266271926261e-06,1.1755705521503364e-14
-92.1875,1.0824310994899414e-05,2.116696945055069e-14
-92.08984375,2.6222643047442583e-05,2.940040288180036e-14
-91.9921875,4.063297385500657e-05,3.5927060138516254e-14
-91.89453125,5.332825886099e-05,4.060190104989047e-14
-91.796875,6.365153383397166e-05,4.308438586190931e-14
-91.69921875,7.104954860964436e-05,4.3439641071139455e-14
-91.6015625,7.510196072639203e-05,4.1546256707739734e-14
-91.50390625,7.554456820919697e-05,3.7688181853966247e-14
-91.40625,7.228532517109782e-05,3.19496703483668e-14
-91.30859375,6.541221291966323e-05,2.479894013183755e-14
-91.2109375,5.519242270151752e-05,1.647248743449488e-14
-91.11328125,4.206272096047231e-05,7.55363355767943e-15
-91.015625,2.661129964226903e-05,-1.6500927519414185e-15
-90.91796875,9.551836829272285e-06,-1.0529118944589531e-14
-90.8203125,-8.309109656769399e-06,-1.8796739792545803e-14
-90.72265625,-2.610990471717453e-05,-2.590737929945378e-14
-90.625,-4.297507949696951e-05,-3.1679255470449235e-14
-90.52734375,-5.805805818755327e-05,-3.570464513604811e-14
-90.4296875,-7.058329891798048e-05,-3.796693831389872e-14
-90.33203125,-7.988576851588762e-05,-3.824018495138449e-14
-90.234375,-8.544576016042092e-05,-3.6698673568148236e-14
-90.13671875,-8.691725352915581e-05,-3.330494162240798e-14
-90.0390625,-8.41482976829857e-05,-2.8411960038560196e-14
-89.94140625,-7.719226006739247e-05,-2.2140561642165522e-14
-89.84375,-6.630920961178152e-05,-1.4976083335740815e-14
-89.74609375,-5.195717358155963e-05,-7.137807773172903e-15
-89.6484375,-3.477349890099782e-05,8.266641280080291e-16
-89.55078125,-1.5547040905528587e-05,8.676342061887824e-15
-89.453125,4.817633734720443e-06,1.5880811487883683e-14
-89.35546875,2.5342426316718983e-05,2.2255487293884838e-14
-89.2578125,4.502232001513585e-05,2.7360083209059207e-14
-89.16015625,6.287422375278699e-05,3.1130638220241667e-14
-89.0625,7.798568979059242e-05,3.326932369835584e-14
-88.96484375,8.956110853011055e-05,3.3870767149838575e-14
-88.8671875,9.69630623074413e-05,3.280150883576283e-14
-88.76953125,9.974671219677626e-05,3.0319892029528835e-14
-88.671875,9.76853940956885e-05,2.6445148687400184e-14
-88.57421875,9.078599595307497e-05,2.157172239983527e-14
-88.4765625,7.929316351441058e-05,1.5829829448192806e-14
-88.37890625,6.368191089780788e-05,9.696579476658786e-15
-88.28125,4.463877477891863e-05,3.350876563250278e-15
-88.18359375,2.3032214622100232e-05,-2.715221725324514e-15
-88.0859375,-1.2649602557676669e-07,-8.343618687112588e-15
-87.98828125,-2.3730152448337026e-05,-1.3094978006888448e-14
-87.890625,-4.662812510635227e-05,-1.6894394606347514e-14
-87.79296875,-6.768202183117506e-05,-1.94091138489548e-14
-87.6953125,-8.582183419995723e-05,-2.0690094195318758e-14
-87.59765625,-0.00010009982158050902,-2.054066604188794e-14
-87.5,-0.0001097394424531278,-1.9152884148435265e-14
-87.40234375,-0.00011417683383176974,-1.646675100643891e-14
-87.3046875,-0.00011309265544890874,-1.280167401411632e-14
-87.20703125,-0.00010643254626991023,-8.20742248760838e-15
-87.109375,-9.441496480556675e-05,-3.092506852969888e-15
-87.01171875,-7.752578137979934e-05,2.4309280882224276e-15
-86.9140625,-5.649962776349969e-05,7.919099507561661e-15
-86.81640625,-3.228866191367237e-05,1.325482053297394e-14
-86.71875,-6.020035826661981e-06,1.8016857095898128e-14
-86.62109375,2.1056063388085433e-05,2.2138326318909216e-14
-86.5234375,4.762543052611445e-05,2.5270738897973765e-14
-86.42578125,7.23731537454675e-05,2.7440166797911055e-14
-86.328125,9.4048193366924e-05,2.8403922638340383e-14
-86.23046875,0.00011152607857810148,2.8303212394268685e-14
-86.1328125,0.00012386660521360323,2.7011630917946727e-14
-86.03515625,0.00013036360233670353,2.4783878800300886e-14
-85.9375,0.00013058416966896404,2.159652668362107e-14
-85.83984375,0.00012439525412627354,1.779388224832436e-14
-85.7421875,0.00011197601584338524,1.3422288940643199e-14
-85.64453125,9.381510092068284e-05,8.875048057639582e-15
-85.546875,7.069266345749292e-05,4.222559641103126e-15
-85.44921875,4.3647723503357056e-05,-1.4126178685149966e-16
-85.3515625,1.3932179809848515e-05,-4.170422273984484e-15
-85.25390625,-1.7046524725030197e-05,-7.516373764169913e-15
-85.15625,-4.77914906916648e-05,-1.019870013628922e-14
-85.05859375,-7.678812990314001e-05,-1.1948569589815037e-14
-84.9609375,-0.0001025782007179553,-1.2876887932747167e-14
-84.86328125,-0.00012383252162813892,-1.28103370470919e-14
-84.765625,-0.00013941876703415335,-1.1956474941023393e-14
-84.66796875,-0.0001484609210255542,-1.0232320504384362e-14
-84.5703125,-0.00015038730554916874,-7.926935469965986e-15
-84.47265625,-0.00014496460067268412,-5.023706669160166e-15
-84.375,-0.00013231591030138222,-1.8620655790372015e-15
-84.27734375,-0.00011292167306685159,1.5444906178163536e-15
-84.1796875,-8.760303618069166e-05,4.8453101222933415e-15
-84.08203125,-5.748816578055433e-05,8.036585337645978e-15
-83.984375,-2.3962814189297453e-05,1.079473682077921e-14
-83.88671875,1.1392733631370797e-05,1.3160331956490857e-14
-83.7890625,4.687750235367628e-05,1.4866081653043877e-14
-83.69140625,8.075103714946348e-05,1.6019314205474917e-14
-83.59375,0.00011131813582152332,1.6423606434211186e-14
-83.49609375,0.00013701300507027448,1.625938252806807e-14
-83.3984375,0.00015647869441548962,1.5399115450310265e-14
-83.30078125,0.00016863781220157964,1.4086504527280263e-14
-83.203125,0.00017275088105466396,1.2246180188081854e-14
-83.10546875,0.00016845922663938617,1.0162658922717786e-14
-83.0078125,0.00015580999511555937,7.786076741495185e-15
-82.91015625,0.0001352617252461935,5.412691573213229e-15
-82.8125,0.00010766982672486585,2.9883955240712715e-15
-82.71484375,7.425228903764842e-05,7.925446019562496e-16
-82.6171875,3.6536922294899534e-05,-1.2590602258059888e-15
-82.51953125,-3.7076387697081096e-06,-2.9255621751166928e-15
-82.421875,-4.455409595912494e-05,-4.337601317723877e-15
-82.32421875,-8.400803845999135e-05,-5.303163448758249e-15
-82.2265625,-0.0001201045729462884,-6.003293374699412e-15
-82.12890625,-0.0001510053905270514,-6.292514929206127e-15
-82.03125,-0.00017509151429701204,-6.394072030028668e-15
-81.93359375,-0.00019104709076829768,-6.195583751621857e-15
-81.8359375,-0.00019792993504539442,-5.945007522041937e-15
-81.73828125,-0.00019522510582360578,-5.542818902771465e-15
-81.640625,-0.0001828785443812874,-5.240065295929256e-15
-81.54296875,-0.00016130873312962657,-4.928520445751737e-15
-81.4453125,-0.00013139536753298497,-4.842053063640768e-15
-81.34765625,-9.444514642195664e-05,-4.845888765595867e-15
-81.25,-5.2135911721831706e-05,-5.142352431914908e-15
-81.15234375,-6.441459400742004e-06,-5.559839813908004e-15
-81.0546875,4.045966106521927e-05,-6.2633423950740244e-15
-80.95703125,8.628718721213141e-05,-7.043548920791373e-15
-80.859375,0.0001287691892636176,-8.032210468145779e-15
-80.76171875,0.0001657538463723921,-8.990872591989885e-15
-80.6640625,0.0001953174927876063,-1.0030557518978288e-14
-80.56640625,0.00021586355028947127,-1.0899339162272122e-14
-80.46875,0.00022620730963722759,-1.170523516220904e-14
-80.37109375,0.00022564212176768016,-1.2201557892273416e-14
-80.2734375,0.0002139833899375627,-1.2511967463281309e-14
-80.17578125,0.00019158777452212608,-1.2412349841705382e-14
-80.078125,0.00015934619099761813,-1.20570234556354e-14
-79.98046875,0.00011865043973969421,-1.1256283666031204e-14
-79.8828125,7.133459782067405e-05,-1.0203025076904486e-14
-79.78515625,1.959356067128948e-05,-8.74562029387648e-15
-79.6875,-3.411771094512038e-05,-7.114826678791996e-15
-79.58984375,-8.71996708789417e-05,-5.191981869458856e-15
-79.4921875,-0.00013703301448648406,-3.2365574291664465e-15
-79.39453125,-0.0001811069116031038,-1.1502000992093663e-15
-79.296875,-0.0002171444195088001,7.944048999656914e-16
-79.19921875,-0.00024321886683441484,2.692753851706389e-15
-79.1015625,-0.00025785531777042887,4.277341383277903e-15
-79.00390625,-0.0002601118419434181,5.6591995532793455e-15
-78.90625,-0.0002496361998923034,6.593354491906269e-15
-78.80859375,-0.00022669467483707725,7.221779822676856e-15
-78.7109375,-0.00019217108314115104,7.33459256658136e-15
-78.61328125,-0.00014753542394452599,7.113713148272584e-15
-78.515625,-9.478310954052734e-05,6.3893799253538464e-15
-78.41796875,-3.634718570749649e-05,5.3842440698055365e-15
-78.3203125,2.5012672539615213e-05,3.9652264464159176e-15
-78.22265625,8.633938507455803e-05,2.388366020517383e-15
-78.125,0.00014461991151706738,5.464435250983351e-16
-78.02734375,0.00019693219779672358,-1.2847147033595342e-15
-77.9296875,0.0002405905056011458,-3.2020259377138567e-15
-77.83203125,0.00027328194699030177,-4.926593626141002e-15
-77.734375,0.0002931873436142291,-6.5621226720227196e-15
-77.63671875,0.00029908016840989455,-7.84322580655842e-15
-77.5390625,0.0002903982886647199,-8.895738521056331e-15
-77.44140625,0.00026728446417903105,-9.481176277302341e-15
-77.34375,0.00023059301405795998,-9.758411383417965e-15
-77.24609375,0.00018186167547042142,-9.523911379365288e-15
-77.1484375,0.00012324936783008619,-8.974384268103854e-15
-77.05078125,5.744225942917246e-05,-7.942510802473328e-15
-76.953125,-1.2467866397235867e-05,-6.660682013676773e-15
-76.85546875,-8.312751654973191e-05,-4.9924118823680325e-15
-76.7578125,-0.0001510810391114438,-3.1974714810203648e-15
-76.66015625,-0.00021293830057989257,-1.1595328649200795e-15
-76.5625,-0.00026554242374382466,8.467922030215793e-16
-76.46484375,-0.0003061293596248058,2.931431714074419e-15
-76.3671875,-0.0003324713024527179,4.8191048931754346e-15
-76.26953125,-0.0003429965903593738,6.6273729439518e-15
-76.171875,-0.0003368797391075687,8.093496065103985e-15
-76.07421875,-0.0003140965952752375,9.354537076210304e-15
-75.9765625,-0.0002754412065039675,1.0170443519826174e-14
-75.87890625,-0.00022250282092718535,1.0705799694817733e-14
-75.78125,-0.0001576033555681424,1.0748996888406428e-14
-75.68359375,-8.369762794483755e-05,1.049560392989505e-14
-75.5859375,-4.240523118539825e-06,9.763489545747348e-15
-75.48828125,7.697301800626732e-05,8.777880527586178e-15
-75.390625,0.00015598784920151795,7.382541695100941e-15
-75.29296875,0.00022887984539282245,5.826707862806202e-15
-75.1953125,0.00029194931868118697,3.972558466558513e-15
-75.09765625,0.00034190715145259376,2.0843812752474222e-15
-75.0,0.00037604435331924427,3.270821840653982e-17
-74.90234375,0.00039237638736032193,-1.9138497545031156e-15
-74.8046875,0.00038975469054721535,-3.887344026158084e-15
-74.70703125,0.00036793928297472564,-5.625519490856728e-15
-74.609375,0.000327628158941091,-7.273098577908841e-15
-74.51171875,0.00027044119231427595,-8.58334790780516e-15
-74.4140625,0.000198858478478952,-9.721520540518286e-15
-74.31640625,0.00011611526483820238,-1.0462585729119816e-14
-74.21875,2.6057789869220897e-05,-1.0996686870631104e-14
-74.12109375,-6.703365515160402e-05,-1.1122901605943807e-14
-74.0234375,-0.00015864640189568294,-1.1056606598809037e-14
-73.92578125,-0.00024425241378454496,-1.0619273471825369e-14
-73.828125,-0.00031953028880982897,-1.004782192164978e-14
-73.73046875,-0.00038058147024558033,-9.180659624041078e-15
-73.6328125,-0.0004241299467422741,-8.269360309268528e-15
-73.53515625,-0.0004476953183505218,-7.161243776638103e-15
-73.4375,-0.000449730204376804,-6.1137406565655636e-15
-73.33984375,-0.00042971453670157943,-4.973813304709931e-15
-73.2421875,-0.00038820124518901755,-3.99562854285608e-15
-73.14453125,-0.0003268101208155222,-3.0172805399760335e-15
-73.046875,-0.0002481691240981655,-2.2820358110723348e-15
-72.94921875,-0.0001558049809830647,-1.612730362148481e-15
-72.8515625,-5.398744275433001e-05,-1.236868210818106e-15
-72.75390625,5.2466039304973585e-05,-9.587177346178522e-16
-72.65625,0.00015841638822107083,-9.883938175214525e-16
-72.55859375,0.0002586491957989485,-1.1116690748456418e-15
-72.4609375,0.0003481295067961008,-1.5227974686124927e-15
-72.36328125,0.0004222527161437591,-1.9919012560256167e-15
-72.265625,0.00047707915980743567,-2.7014200585409615e-15
-72.16796875,0.000509540547629154,-3.4107175075954103e-15
-72.0703125,0.000517607553220204,-4.295886900773644e-15
-71.97265625,0.0005004095870008354,-5.111203377210589e-15
-71.875,0.0004582999643646875,-6.032039011084836e-15
-71.77734375,0.0003928622353299041,-6.812975230435103e-15
-71.6796875,0.00030685625092928445,-7.633556341477432e-15
-71.58203125,0.00020410546600084308,-8.252848972722213e-15
-71.484375,8.932988377962445e-05,-8.858032553520772e-15
-71.38671875,-3.206821294450009e-05,-9.215409054356717e-15
